plant	rep	VARIANTS/KB
galium	galium_2	1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	1.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	1.3
galium	galium_2	0.4
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	1.4
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1.5
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.8
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	1.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1.7
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	1.7
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	1
galium	galium_2	0.3
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	4.2
galium	galium_2	0.6
galium	galium_2	1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	1.9
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	1.5
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.4
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.6
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.3
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	1.3
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	1.3
galium	galium_2	0.1
galium	galium_2	1.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	1.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.9
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	1.2
galium	galium_2	2.3
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	3.9
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	1.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.9
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	1.1
galium	galium_2	1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	1.9
galium	galium_2	2.2
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	1.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.9
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.5
galium	galium_2	0.5
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	1.7
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	1.6
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	2.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	2.2
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.4
galium	galium_2	1.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.8
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	4.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	1.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.8
galium	galium_2	0.4
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.3
galium	galium_2	1.4
galium	galium_2	0.6
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	3
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.6
galium	galium_2	0.3
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	1.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.9
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	1.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.9
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	4.5
galium	galium_2	2.8
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.3
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.4
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.8
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.7
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	3.5
galium	galium_2	0.3
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.3
galium	galium_2	0.7
galium	galium_2	0.1
galium	galium_2	0.6
galium	galium_2	0.2
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.1
galium	galium_2	0.5
galium	galium_2	0.4
galium	galium_2	0.1
galium	galium_2	0.2
galium	galium_2	0.1
